"","Espece","Age","Aile","Masse","Annee"
"14241","SIFL","HY",70,11.3,12
"14242","TAPI","HY",69,12.2,12
"14243","TAPI","HY",72,13.3,12
"14244","TAPI","AHY",77,12.9,12
"14245","TAPI","HY",69,12.4,12
"14246","TAPI","AHY",72,15.9,12
"14247","TAPI","AHY",73,16.4,12
"14248","TAPI","HY",70,11.5,12
"14249","SIFL","HY",76,12.2,12
"14250","TAPI","HY",75,14.1,12
"14251","TAPI","AHY",72,12.1,12
"14252","TAPI","AHY",69,15.9,12
"14253","TAPI","HY",69,11.6,12
"14254","TAPI","HY",74,11.7,12
"14255","TAPI","HY",70,11.9,12
"14256","TAPI","AHY",73,12.9,12
"14257","TAPI","AHY",74,12.7,12
"14258","TAPI","HY",74,12.9,12
"14259","TAPI","HY",72,11.6,12
"14260","DUSA","AHY",110,51,12
"14261","DUSA","AHY",111,53.3,12
"14262","DUSA","AHY",112,56.1,12
"14263","DUSA","HY",NA,NA,12
"14264","DUSA","AHY",109,56.2,12
"14265","DUSA","HY",108,53.9,12
"14266","DUSA","AHY",117,60.8,12
"14267","SIFL","HY",68,10.5,12
"14268","TAPI","HY",71,13.9,12
"14269","SIFL","HY",70,12.1,12
"14270","SIFL","AHY",76,14.1,12
"14271","SIFL","HY",71,14,12
"14272","SIFL","AHY",74,16.4,12
"14273","SIFL","HY",72,13.7,12
"14274","SIFL","AHY",75,14.2,12
"14275","SIFL","AHY",70,10.6,12
"14276","TAPI","HY",NA,14.1,12
"14277","SIFL","AHY",77,15.3,12
"14278","TAPI","HY",71,13.7,12
"14279","TAPI","HY",71,16.7,12
"14280","TAPI","HY",71,12.7,12
"14281","TAPI","AHY",70,12.5,12
"14282","TAPI","AHY",73,13.1,12
"14283","TAPI","AHY",71,12.9,12
"14284","TAPI","AHY",70,11.2,12
"14285","TAPI","AHY",72,13.3,12
"14286","TAPI","AHY",72,11.2,12
"14287","TAPI","AHY",71,12.5,12
"14288","TAPI","AHY",71,15.1,12
"14289","TAPI","AHY",71,12.4,12
"14290","TAPI","HY",73,13.3,12
"14291","TAPI","HY",73,13.7,12
"14292","TAPI","AHY",72,12.8,12
"14293","TAPI","AHY",69,14.7,12
"14294","TAPI","HY",72,12.9,12
"14295","TAPI","HY",73,13.7,12
"14296","TAPI","AHY",69,13.3,12
"14297","TAPI","HY",71,13.7,12
"14298","TAPI","HY",69,12.4,12
"14299","TAPI","HY",70,12.2,12
"14300","TAPI","HY",70,13.4,12
"14301","TAPI","AHY",71,13.7,12
"14302","TAPI","AHY",74,15,12
"14303","TAPI","HY",68,12.5,12
"14304","TAPI","AHY",72,13.9,12
"14305","TAPI","AHY",71,12.9,12
"14306","TAPI","HY",67,13.4,12
"14307","TAPI","AHY",71,12.9,12
"14308","TAPI","AHY",70,12.2,12
"14309","TAPI","AHY",71,12.8,12
"14310","TAPI","HY",72,11.7,12
"14311","TAPI","HY",69,12,12
"14312","TAPI","AHY",70,13,12
"14313","DUSA","HY",110,64.5,12
"14314","DUSA","AHY",115,55.3,12
"14315","DUSA","HY",111,56.4,12
"14316","DUSA","HY",105,52.8,12
"14317","DUSA","HY",106,51.3,12
"14318","DUSA","AHY",111,57,12
"14319","DUSA","AHY",112,54.7,12
"14320","DUSA","HY",111,54.7,12
"14321","DUSA","AHY",117,54.7,12
"14322","DUSA","HY",115,47.9,12
"14323","DUSA","AHY",114,60.3,12
"14324","DUSA","AHY",117,63.5,12
"14325","DUSA","AHY",115,59.2,12
"14326","DUSA","AHY",117,54.5,12
"14327","DUSA","HY",109,51.5,12
"14328","DUSA","AHY",115,58.5,12
"14329","DUSA","AHY",112,60.2,12
"14330","DUSA","AHY",114,56.1,12
"14331","DUSA","AHY",114,57.2,12
"14332","DUSA","HY",106,53,12
"14333","DUSA","HY",105,54.9,12
"14334","JABO","AHY",111,55,12
"14335","JABO","HY",113,50.6,12
"14336","DUSA","AHY",115,57.4,12
"14337","DUSA","AHY",117,59.6,12
"14338","DUSA","AHY",105,49.8,12
"14339","JABO","AHY",110,47.4,12
"14340","JABO","HY",111,48.7,12
"14341","JABO","AHY",109,49.8,12
"14342","DUSA","HY",112,57.1,12
"14343","DUSA","AHY",106,NA,12
"14344","DUSA","AHY",115,59.5,12
"14345","DUSA","HY",102,53.5,12
"14346","DUSA","HY",107,50.9,12
"14347","DUSA","HY",108,52.6,12
"14348","JABO","AHY",108,40.5,12
"14349","DUSA","HY",111,52,12
"14350","JABO","HY",112,46.4,12
"14351","JABO","HY",108,46.9,12
"14352","JABO","AHY",108,55.1,12
"14353","DUSA","HY",111,52.4,12
"14354","JABO","AHY",111,48.2,12
"14355","DUSA","AHY",111,60.5,12
"14356","DUSA","HY",106,52.4,12
"14357","DUSA","AHY",109,58.2,12
"14358","DUSA","AHY",108,58.3,12
"14359","DUSA","AHY",115,69.1,12
"14360","DUSA","AHY",106,60.2,12
"14361","DUSA","AHY",114,57.6,12
"14362","DUSA","AHY",104,58.2,12
"14363","DUSA","AHY",115,58,12
"14364","DUSA","AHY",114,59.6,12
"14365","DUSA","AHY",109,53,12
"14366","DUSA","HY",111,60.9,12
"14367","DUSA","HY",110,58.8,12
"14368","DUSA","HY",105,54.7,12
"14369","DUSA","HY",113,53,12
"14370","TAPI","HY",70,NA,12
"14371","TAPI","HY",71,12.5,12
"14372","TAPI","HY",72,12.1,12
"14373","TAPI","AHY",72,13.1,12
"14374","TAPI","AHY",69,12.2,12
"14375","TAPI","HY",70,11.4,12
"14376","TAPI","HY",72,10.9,12
"14377","TAPI","AHY",72,12.6,12
"14378","TAPI","AHY",72,12.2,12
"14379","TAPI","AHY",73,14,12
"14380","SIFL","AHY",70,10.6,12
"14381","TAPI","AHY",67,10.7,12
"14382","TAPI","HY",69,13.5,12
"14383","TAPI","HY",68,13.5,12
"14384","TAPI","HY",69,10.8,12
"14385","TAPI","AHY",69,12.5,12
"14386","TAPI","HY",70,13.1,12
"14387","TAPI","HY",71,11.3,12
"14388","TAPI","AHY",73,13.7,12
"14389","TAPI","AHY",71,11.5,12
"14390","TAPI","AHY",72,13.9,12
"14391","TAPI","HY",70,12.8,12
"14392","TAPI","AHY",70,13.6,12
"14393","TAPI","AHY",69,12.3,12
"14394","TAPI","HY",73,12.2,12
"14395","TAPI","AHY",70,11.1,12
"14396","TAPI","HY",69,11.2,12
"14397","TAPI","HY",69,11,12
"14398","DUSA","HY",110,56.5,12
"14399","DUSA","AHY",116,52.4,12
"14400","DUSA","HY",109,53.1,12
"14401","DUSA","AHY",115,61.1,12
"14402","DUSA","AHY",114,62.4,12
"14403","DUSA","HY",112,68.7,12
"14404","DUSA","HY",112,49.9,12
"14405","DUSA","AHY",107,54.6,12
"14406","TAPI","HY",69,11.6,12
"14407","TAPI","AHY",72,12.8,12
"14408","TAPI","AHY",74,13.3,12
"14409","TAPI","HY",69,12.9,12
"14410","TAPI","HY",69,12.9,12
"14411","TAPI","HY",70,14.8,12
"14412","TAPI","HY",72,10.7,12
"14413","TAPI","HY",71,13.2,12
"14414","DUSA","HY",117,58.3,12
"14415","DUSA","AHY",112,57.5,12
"14416","DUSA","HY",113,54.6,12
"14417","SIFL","AHY",74,13.5,12
"14418","SIFL","AHY",72,14.1,12
"14419","SIFL","AHY",75,13.1,12
"14420","SIFL","HY",73,13.8,12
"14421","TAPI","AHY",70,11,12
"14422","TAPI","AHY",73,14.1,12
"14423","TAPI","AHY",72,14.8,12
"14424","TAPI","AHY",72,11.8,12
"14425","TAPI","AHY",72,13.7,12
"14426","SIFL","AHY",74,14.1,12
"14427","TAPI","AHY",73,12.4,12
"14428","SIFL","AHY",72,11.7,12
"14429","TAPI","AHY",72,12,12
"14430","TAPI","HY",71,12.9,12
"14431","TAPI","HY",73,13.8,12
"14432","TAPI","HY",74,11.4,12
"14433","TAPI","AHY",71,11.9,12
"14434","TAPI","AHY",74,12.5,12
"14435","TAPI","HY",72,13.9,12
"14436","TAPI","AHY",71,11,12
"14437","TAPI","AHY",76,11.6,12
"14438","TAPI","AHY",70,14.8,12
"14439","TAPI","HY",72,12.9,12
"14440","TAPI","HY",74,11.9,12
"14441","TAPI","HY",70,12,12
"14442","TAPI","HY",73,11.9,12
"14443","TAPI","HY",74,12.6,12
"14444","TAPI","HY",71,12.3,12
"14445","DUSA","AHY",110,48.9,12
"14446","DUSA","HY",107,58.3,12
"14447","DUSA","AHY",110,53.3,12
"14448","DUSA","AHY",120,55.2,12
"14449","DUSA","HY",114,65.7,12
"14450","DUSA","AHY",110,51.4,12
"14451","DUSA","HY",112,56.9,12
"14452","DUSA","AHY",116,53.8,12
"14453","DUSA","HY",112,54.6,12
"14454","DUSA","AHY",113,56.7,12
"14455","DUSA","AHY",117,60.9,12
"14456","DUSA","AHY",116,56.9,12
"14457","DUSA","AHY",115,55.1,12
"14458","DUSA","AHY",111,59.4,12
"14459","DUSA","AHY",115,57.1,12
"14460","DUSA","AHY",110,52.9,12
"14461","DUSA","HY",111,54.7,12
"14462","DUSA","HY",114,59.1,12
"14463","DUSA","HY",111,56.5,12
"14464","DUSA","AHY",114,53.6,12
"14465","DUSA","AHY",113,53.2,12
"14466","DUSA","AHY",116,57.2,12
"14467","DUSA","AHY",113,67.9,12
"14468","DUSA","AHY",117,52.4,12
"14469","DUSA","AHY",111,64.4,12
"14470","DUSA","AHY",115,56.2,12
"14471","DUSA","AHY",110,55.7,12
"14472","DUSA","AHY",115,57,12
"14473","DUSA","HY",110,54.3,12
"14474","DUSA","AHY",113,53.3,12
"14475","DUSA","HY",112,53.4,12
"14476","DUSA","AHY",106,60.7,12
"14477","JABO","AHY",109,46.3,12
"14478","JABO","AHY",112,56.3,12
"14479","JABO","AHY",113,51.7,12
"14480","TAPI","HY",70,12.8,13
"14481","TAPI","HY",72,13,13
"14482","TAPI","AHY",73,12.9,13
"14483","TAPI","HY",NA,NA,13
"14484","TAPI","HY",NA,13.2,13
"14485","TAPI","HY",75,13.5,13
"14486","TAPI","AHY",70,13.2,13
"14487","TAPI","HY",NA,NA,13
"14488","TAPI","HY",74,14.3,13
"14489","TAPI","HY",72,13.9,13
"14490","TAPI","HY",70,13.1,13
"14491","TAPI","AHY",70,12.8,13
"14492","TAPI","HY",74,13.1,13
"14493","TAPI","HY",69,13.4,13
"14494","TAPI","HY",74,13.4,13
"14495","TAPI","HY",71,13,13
"14496","TAPI","HY",72,13.1,13
"14497","TAPI","HY",72,13.7,13
"14498","TAPI","AHY",72,13.2,13
"14499","TAPI","HY",72,13,13
"14500","TAPI","HY",70,14,13
"14501","TAPI","HY",70,12.3,13
"14502","TAPI","AHY",71,12.6,13
"14503","TAPI","HY",69,12.1,13
"14504","TAPI","HY",73,13.6,13
"14505","TAPI","HY",72,12.3,13
"14506","TAPI","HY",70,13.8,13
"14507","TAPI","AHY",72,12.4,13
"14508","TAPI","HY",71,12.3,13
"14509","TAPI","HY",68,12.3,13
"14510","TAPI","HY",70,12.3,13
"14511","TAPI","HY",69,12.5,13
"14512","TAPI","HY",71,12,13
"14513","TAPI","HY",73,14.1,13
"14514","TAPI","AHY",69,12,13
"14515","TAPI","AHY",72,12.1,13
"14516","TAPI","HY",72,13.5,13
"14517","TAPI","HY",72,13.1,13
"14518","TAPI","AHY",74,12,13
"14519","TAPI","HY",70,13.7,13
"14520","TAPI","HY",71,12.5,13
"14521","TAPI","HY",71,13,13
"14522","TAPI","AHY",71,13.7,13
"14523","TAPI","AHY",74,13.5,13
"14524","TAPI","AHY",71,12.7,13
"14525","TAPI","AHY",73,14,13
"14526","TAPI","AHY",73,12.8,13
"14527","TAPI","HY",68,12.3,13
"14528","TAPI","AHY",74,13,13
"14529","TAPI","HY",71,13.3,13
"14530","TAPI","AHY",72,12.7,13
"14531","TAPI","HY",70,13.4,13
"14532","TAPI","AHY",71,13.1,13
"14533","TAPI","HY",71,14.5,13
"14534","TAPI","AHY",70,12.8,13
"14535","TAPI","HY",72,12.7,13
"14536","TAPI","AHY",68,13.2,13
"14537","TAPI","AHY",70,13,13
"14538","TAPI","AHY",71,12.9,13
"14539","TAPI","HY",71,13.2,13
"14540","TAPI","HY",72,11.8,13
"14541","TAPI","AHY",70,12,13
"14542","TAPI","HY",72,12.1,13
"14543","TAPI","AHY",74,12.5,13
"14544","TAPI","AHY",69,13,13
"14545","TAPI","HY",68,12.2,13
"14546","TAPI","HY",70,13.9,13
"14547","TAPI","HY",71,12.3,13
"14548","TAPI","AHY",69,12.5,13
"14549","TAPI","HY",69,12.2,13
"14550","TAPI","HY",71,13.7,13
"14551","TAPI","HY",69,12.5,13
"14552","TAPI","HY",72,13.8,13
"14553","TAPI","HY",75,12.8,13
"14554","TAPI","HY",70,11.9,13
"14555","TAPI","HY",70,12.8,13
"14556","TAPI","HY",NA,12.2,13
"14557","TAPI","HY",NA,14.2,13
"14558","TAPI","HY",NA,13.1,13
"14559","TAPI","HY",NA,13.8,13
"14560","TAPI","HY",NA,12.6,13
"14561","TAPI","HY",NA,13.2,13
"14562","TAPI","HY",NA,12.6,13
"14563","TAPI","HY",NA,14.9,13
"14564","TAPI","HY",NA,12.6,13
"14565","TAPI","AHY",NA,13.1,13
"14566","TAPI","HY",NA,13.8,13
"14567","TAPI","HY",NA,11.5,13
"14568","TAPI","HY",NA,13,13
"14569","TAPI","HY",NA,13.4,13
"14570","TAPI","HY",NA,12.8,13
"14571","TAPI","HY",NA,13.5,13
"14572","TAPI","HY",NA,12.4,13
"14573","TAPI","HY",NA,12.6,13
"14574","TAPI","HY",NA,12.6,13
"14575","TAPI","HY",NA,11.7,13
"14576","TAPI","HY",NA,12,13
"14577","TAPI","AHY",NA,12.1,13
"14578","TAPI","HY",72,13.1,13
"14579","TAPI","HY",72,13.6,13
"14580","TAPI","HY",72,11.9,13
"14581","TAPI","HY",71.5,11.7,13
"14582","TAPI","HY",68,12.3,13
"14583","TAPI","HY",71,12.1,13
"14584","TAPI","HY",67,12.2,13
"14585","TAPI","HY",69.5,11.6,13
"14586","TAPI","HY",73,12.8,13
"14587","TAPI","AHY",72,12.9,13
"14588","TAPI","HY",70,12.5,13
"14589","TAPI","HY",70,13,13
"14590","TAPI","HY",70,12.5,13
"14591","TAPI","HY",71,13.5,13
"14592","TAPI","HY",74,12.5,13
"14593","TAPI","HY",72,12.2,13
"14594","TAPI","HY",72,13.2,13
"14595","TAPI","AHY",69,11.9,13
"14596","TAPI","HY",75,13.4,13
"14597","TAPI","HY",71,12.7,13
"14598","TAPI","HY",71,13,13
"14599","TAPI","HY",69,12,13
"14600","TAPI","HY",71,12.4,13
"14601","TAPI","AHY",72,12.8,13
"14602","TAPI","HY",68,11.1,13
"14603","TAPI","AHY",72,12.6,13
"14604","TAPI","HY",69,13,13
"14605","TAPI","HY",71,11.4,13
"14606","TAPI","AHY",72,12.8,13
"14607","TAPI","HY",72,12.6,13
"14608","TAPI","AHY",69,13.5,13
"14609","TAPI","AHY",67,12.9,13
"14610","TAPI","HY",69,12.6,13
"14611","TAPI","HY",72,12.2,13
"14612","TAPI","HY",70,12.3,13
"14613","TAPI","HY",73,12.6,13
"14614","TAPI","HY",72,12.9,13
"14615","TAPI","HY",71,12.1,13
"14616","TAPI","AHY",72,13.1,13
"14617","TAPI","HY",73,12.5,13
"14618","TAPI","AHY",72,12.8,13
"14619","TAPI","HY",71,12.2,13
"14620","TAPI","HY",73,12,13
"14621","TAPI","HY",72,12.4,13
"14622","TAPI","HY",72,14.2,13
"14623","TAPI","HY",70,12.6,13
"14624","TAPI","HY",73,12.8,13
"14625","TAPI","HY",71,11.7,13
"14626","TAPI","AHY",70,13.2,13
"14627","TAPI","AHY",78,14.5,13
"14628","TAPI","AHY",72,13.3,13
"14629","TAPI","HY",71,11.2,13
"14630","TAPI","HY",71,13.1,13
"14631","TAPI","AHY",73,13.5,13
"14632","TAPI","HY",71,12.7,13
"14633","TAPI","HY",73,12.2,13
"14634","TAPI","HY",72,12.6,13
"14635","TAPI","HY",74,13.8,13
"14636","TAPI","HY",71,14.8,13
"14637","TAPI","HY",71,13.2,13
"14638","TAPI","HY",70,13.4,13
"14639","TAPI","HY",72,13.3,13
"14640","TAPI","HY",72,14.6,13
"14641","TAPI","AHY",76,13.4,13
"14642","TAPI","HY",69,12.7,13
"14643","TAPI","AHY",70,12.5,13
"14644","TAPI","AHY",71,13.9,13
"14645","TAPI","HY",67,13.2,13
"14646","TAPI","HY",71,12,13
"14647","TAPI","HY",73,12.4,13
"14648","TAPI","HY",74,14.2,13
"14649","TAPI","HY",73,12.5,13
"14650","TAPI","HY",70,13.4,13
"14651","TAPI","HY",72,13.1,13
"14652","TAPI","HY",73,13.7,13
"14653","TAPI","AHY",69,12.3,13
"14654","TAPI","HY",70,12.1,13
"14655","TAPI","AHY",73,13.5,13
"14656","TAPI","HY",74,12.7,13
"14657","TAPI","HY",73,13,13
"14658","TAPI","HY",72,12.6,13
"14659","TAPI","HY",69,13,13
"14660","TAPI","HY",69,12.1,13
"14661","TAPI","HY",68,12.5,13
"14662","TAPI","AHY",74,13,13
"14663","TAPI","HY",74,13.3,13
"14664","TAPI","HY",74,13.9,13
"14665","TAPI","HY",72,12.9,13
"14666","TAPI","AHY",75,13.4,13
"14667","TAPI","HY",74,13.7,13
"14668","TAPI","HY",71,13.3,13
"14669","TAPI","HY",73,14.2,13
"14670","TAPI","HY",74,11.7,13
"14671","TAPI","HY",72,13.6,13
"14672","TAPI","AHY",75,13,13
"14673","TAPI","AHY",72,12.9,13
"14674","TAPI","HY",70,12.1,13
"14675","TAPI","HY",69,13.6,13
"14676","TAPI","HY",73,13,13
"14677","TAPI","HY",70,13,13
"14678","TAPI","HY",70,13.3,13
"14679","TAPI","HY",71,12.9,13
"14680","TAPI","HY",68,13.5,13
"14681","TAPI","HY",71,12,13
"14682","TAPI","AHY",74,13.1,13
"14683","TAPI","HY",71,13.2,13
"14684","TAPI","HY",72,12.9,13
"14685","TAPI","HY",72,11.8,13
"14686","TAPI","AHY",71,14.5,13
"14687","TAPI","HY",68,12.5,13
"14688","TAPI","HY",73,12.5,13
"14689","TAPI","HY",73,12.6,13
"14690","TAPI","HY",73,14,13
"14691","TAPI","HY",72,12.9,13
"14692","TAPI","HY",71,12.8,13
"14693","TAPI","HY",71,12.5,13
"14694","TAPI","HY",73,12.9,13
"14695","TAPI","HY",74,13.3,13
"14696","TAPI","HY",73,12.7,13
"14697","TAPI","HY",72,13.7,13
"14698","TAPI","HY",71,12.4,13
"14699","TAPI","HY",68,12.9,13
"14700","TAPI","HY",73,13.8,13
"14701","TAPI","HY",72,12.7,13
"14702","TAPI","HY",68,13,13
"14703","TAPI","HY",76,13.2,13
"14704","TAPI","HY",72,14,13
"14705","TAPI","HY",73,13.8,13
"14706","TAPI","AHY",70,12.6,13
"14707","TAPI","HY",71,13.5,13
"14708","TAPI","HY",71,12.5,13
"14709","TAPI","HY",72,12.1,13
"14710","TAPI","AHY",73,13.7,13
"14711","TAPI","AHY",70,13.4,13
"14712","TAPI","HY",69,14.2,13
"14713","TAPI","AHY",68,11.6,13
"14714","TAPI","HY",69,12.3,13
"14715","TAPI","HY",72,13.1,13
"14716","TAPI","HY",70,13,13
"14717","TAPI","HY",67,12.6,13
"14718","TAPI","HY",72,13,13
"14719","TAPI","HY",71,13.3,13
"14720","TAPI","HY",71,12.8,13
"14721","TAPI","HY",72.5,13.7,13
"14722","TAPI","HY",71,12.8,13
"14723","TAPI","HY",68,12,13
"14724","TAPI","HY",71,13.8,13
"14725","TAPI","HY",74,13.1,13
"14726","TAPI","HY",70,14.3,13
"14727","TAPI","HY",71,11.9,13
"14728","TAPI","HY",71,12.9,13
"14729","TAPI","HY",70,12.5,13
"14730","TAPI","HY",72,13.6,13
"14731","TAPI","HY",70,12.6,13
"14732","TAPI","HY",72,12.5,13
"14733","TAPI","HY",71,12.8,13
"14734","TAPI","HY",73,12.8,13
"14735","TAPI","HY",70,13.3,13
"14736","TAPI","AHY",73,13.9,13
"14737","TAPI","HY",68,13.1,13
"14738","TAPI","HY",68,11.9,13
"14739","TAPI","HY",71,12.5,13
"14740","TAPI","HY",67,12.7,13
"14741","TAPI","HY",70,13.7,13
"14742","TAPI","AHY",67,11.8,13
"14743","TAPI","HY",72,13.2,13
"14744","TAPI","HY",71,12.5,13
"14745","TAPI","HY",73,12.2,13
"14746","TAPI","HY",73,11.8,13
"14747","TAPI","HY",72,13.1,13
"14748","TAPI","HY",72,12.7,13
"14749","TAPI","HY",70,12.5,13
"14750","TAPI","HY",75,12.8,13
"14751","TAPI","HY",75,13.9,13
"14752","TAPI","HY",72,12.2,13
"14753","TAPI","HY",74,12.2,13
"14754","TAPI","HY",74,12.5,13
"14755","TAPI","HY",72,12.9,13
"14756","TAPI","HY",70,12.9,13
"14757","TAPI","HY",72,13.5,13
"14758","TAPI","AHY",70,12.2,13
"14759","TAPI","AHY",72,13.4,13
"14760","TAPI","HY",73,12.7,13
"14761","TAPI","HY",74,12.9,13
"14762","TAPI","HY",71,12.5,13
"14763","TAPI","HY",72,13.3,13
"14764","TAPI","HY",71,12.8,13
"14765","TAPI","HY",68,13.3,13
"14766","TAPI","HY",72,13.6,13
"14767","TAPI","HY",71,13.4,13
"14768","TAPI","HY",71,12.9,13
"14769","TAPI","HY",71,13,13
"14770","TAPI","HY",72,13.4,13
"14771","TAPI","HY",73,12.3,13
"14772","TAPI","HY",71,12.8,13
"14773","TAPI","HY",72,12.7,13
"14774","TAPI","HY",72,13.2,13
"14775","TAPI","HY",69,13.3,13
"14776","TAPI","HY",73,12.5,13
"14777","TAPI","AHY",77,12.2,13
"14778","TAPI","HY",72,12.4,13
"14779","TAPI","HY",73,13,13
"14780","TAPI","HY",70,12.1,13
"14781","TAPI","HY",73,13.2,13
"14782","TAPI","HY",69,12.5,13
"14783","TAPI","HY",72,13.3,13
"14784","TAPI","HY",71,14.2,13
"14785","TAPI","HY",71,12.6,13
"14786","TAPI","HY",72,13.6,13
"14787","TAPI","HY",71,12.2,13
"14788","TAPI","HY",69,12.7,13
"14789","TAPI","AHY",72,12.8,13
"14790","TAPI","HY",70,13.2,13
"14791","TAPI","HY",71,12.6,13
"14792","TAPI","HY",71,12.7,13
"14793","TAPI","HY",71,12.7,13
"14794","TAPI","HY",76,14.4,13
"14795","TAPI","HY",73,12.8,13
"14796","TAPI","HY",74,12.6,13
"14797","TAPI","HY",73,11.4,13
"14798","TAPI","HY",71,12.7,13
"14799","TAPI","HY",69,13.2,13
"14800","TAPI","HY",72,12.5,13
"14801","TAPI","HY",74,14.2,13
"14802","TAPI","HY",72,12.5,13
"14803","TAPI","HY",72,13.1,13
"14804","TAPI","AHY",72,13,13
"14805","TAPI","HY",70,12.4,13
"14806","TAPI","HY",72,12.7,13
"14807","TAPI","HY",70,11,13
"14808","TAPI","HY",72,11.9,13
"14809","TAPI","AHY",69,11.5,13
"14810","TAPI","HY",74,12.8,13
"14811","TAPI","HY",68,12.3,13
"14812","TAPI","HY",68,12,13
"14813","TAPI","HY",70,11.8,13
"14814","TAPI","HY",71,12,13
"14815","TAPI","HY",70,13,13
"14816","TAPI","HY",69,11.9,13
"14817","TAPI","HY",70,12.9,13
"14818","TAPI","HY",69,11.9,13
"14819","TAPI","HY",72,11.9,13
"14820","TAPI","HY",72,12.6,13
"14821","TAPI","HY",72,12.8,13
"14822","TAPI","HY",72,11.9,13
"14823","TAPI","HY",74,12.4,13
"14824","TAPI","HY",71,12.8,13
"14825","TAPI","HY",73,13.4,13
"14826","TAPI","HY",69,12.9,13
"14827","TAPI","AHY",71,12.8,13
"14828","TAPI","HY",72,12.3,13
"14829","TAPI","HY",76,13.5,13
"14830","TAPI","HY",73,13.4,13
"14831","TAPI","HY",72,11.7,13
"14832","TAPI","HY",70,12.2,13
"14833","TAPI","HY",71,12.7,13
"14834","TAPI","HY",70,11.5,13
"14835","TAPI","HY",72,12.6,13
"14836","TAPI","HY",74,12.4,13
"14837","TAPI","AHY",74,12.4,13
"14838","TAPI","HY",71,12.9,13
"14839","TAPI","HY",68,12.7,13
"14840","TAPI","AHY",72,13,13
"14841","TAPI","HY",71,13.6,13
"14842","TAPI","HY",69,12.2,13
"14843","TAPI","HY",71,12.7,13
"14844","TAPI","AHY",73,11.8,13
"14845","TAPI","HY",71,12,13
"14846","TAPI","HY",71,12.6,13
"14847","TAPI","HY",69,12,13
"14848","TAPI","HY",70,12.2,13
"14849","TAPI","HY",69,13.1,13
"14850","TAPI","HY",70,12,13
"14851","TAPI","HY",74,13.8,13
"14852","TAPI","HY",74,13.1,13
"14853","TAPI","HY",71,12.8,13
"14854","TAPI","HY",72,12.5,13
"14855","TAPI","HY",68,12.4,13
"14856","TAPI","HY",69,12.8,13
"14857","TAPI","AHY",70,12.9,13
"14858","TAPI","HY",71,13.3,13
"14859","TAPI","HY",72,12.2,13
"14860","TAPI","HY",72,12.6,13
"14861","TAPI","HY",73,13.5,13
"14862","TAPI","HY",70,13,13
"14863","TAPI","HY",73,12.7,13
"14864","TAPI","HY",73,11.4,13
"14865","TAPI","AHY",74,13.8,13
"14866","TAPI","HY",71,13,13
"14867","TAPI","HY",74,12.3,13
"14868","TAPI","HY",68,11.7,13
"14869","TAPI","AHY",73,12.1,13
"14870","TAPI","HY",69,12.5,13
"14871","TAPI","HY",72,12.9,13
"14872","TAPI","HY",72,13.6,13
"14873","TAPI","HY",72,13.1,13
"14874","TAPI","HY",72,14.6,13
"14875","TAPI","AHY",75,13.4,13
"14876","TAPI","AHY",70,12.5,13
"14877","TAPI","HY",70,12,13
"14878","TAPI","HY",71,12.4,13
"14879","TAPI","HY",72,13.5,13
"14880","TAPI","HY",74,12.6,13
"14881","TAPI","HY",73,12.8,13
"14882","TAPI","HY",72,13.1,13
"14883","TAPI","HY",67,12.5,13
"14884","TAPI","AHY",71,12.6,13
"14885","TAPI","AHY",72,12.6,13
"14886","TAPI","HY",73,14,13
"14887","TAPI","HY",70,13.5,13
"14888","TAPI","HY",69,12.9,13
"14889","TAPI","AHY",69,12.9,13
"14890","TAPI","HY",72,13.7,13
"14891","TAPI","AHY",71,13.9,13
"14892","TAPI","AHY",72,13.5,13
"14893","TAPI","HY",73,13.7,13
"14894","TAPI","HY",69,12.9,13
"14895","TAPI","HY",68,12.8,13
"14896","TAPI","HY",67,13.5,13
"14897","TAPI","HY",70,13.5,13
"14898","TAPI","HY",69,13.5,13
"14899","TAPI","HY",72,12.4,13
"14900","TAPI","HY",74,13.6,13
"14901","TAPI","HY",72,13.7,13
"14902","TAPI","AHY",70,11.7,13
"14903","TAPI","HY",73,11.7,13
"14904","TAPI","HY",74,13.3,13
"14905","TAPI","HY",73,12.4,13
"14906","TAPI","HY",69,12.6,13
"14907","TAPI","AHY",76.5,13.8,13
"14908","TAPI","HY",71,13.7,13
"14909","TAPI","HY",74,12.3,13
"14910","TAPI","HY",74,13.1,13
"14911","TAPI","HY",70,12,13
"14912","TAPI","HY",73,13.4,13
"14913","TAPI","HY",72,13.3,13
"14914","TAPI","HY",73,13.9,13
"14915","TAPI","HY",74,13.6,13
"14916","TAPI","HY",71,12.1,13
"14917","TAPI","HY",67,13.2,13
"14918","TAPI","HY",70,12.5,13
"14919","TAPI","HY",71.5,13.1,13
"14920","TAPI","HY",73,13.7,13
"14921","TAPI","HY",71,12.4,13
"14922","TAPI","HY",70.5,13,13
"14923","TAPI","HY",69.5,12.4,13
"14924","TAPI","HY",70,14.2,13
"14925","TAPI","AHY",72,12.9,13
"14926","TAPI","HY",68,11.8,13
"14927","TAPI","HY",71,13.7,13
"14928","TAPI","HY",74,13.1,13
"14929","TAPI","HY",70,12.9,13
"14930","TAPI","HY",71,13.3,13
"14931","TAPI","AHY",72,12.8,13
"14932","TAPI","HY",73,12.9,13
"14933","TAPI","HY",71,12.7,13
"14934","TAPI","HY",72,13.8,13
